"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"NM_001305290.1" 145.913727527509 0.458032328480417 0.11618546948808 3.94225138908106 8.07203043199565e-05 0.0095640057222515
"NM_001305310.1" 59.8423979120154 -1.57087577826282 0.264433421928973 -5.94053416850142 2.84094834692359e-09 1.64630374023907e-06
"NM_001305333.1" 595.72866403987 1.67482164760634 0.156352745364795 10.7118147730552 8.95881565053371e-27 5.71070744827621e-23
"NM_001305339.1" 20.3262163592999 -1.09665323957931 0.267054390259342 -4.1064789779877 4.01736005004332e-05 0.00596519915005787
"NM_001305362.1" 319.626991211152 1.18981916538081 0.211052881931491 5.63754048033814 1.72496064475376e-08 8.20566353277492e-06
"NM_001305373.1" 213.693708937155 1.05964545167395 0.306402367712969 3.45834615960475 0.000543502571172347 0.034714456810431
"NM_001308854.1" 1.77112589732955 -3.61629699308571 1.07795989962743 -3.35476022283908 0.000794338034253757 0.0449146947830003
"NM_001308861.1" 14.3051658735129 -0.823104598794168 0.244141731961452 -3.37142115025272 0.0007478144211686 0.0432565176614984
"NM_001308879.1" 70.7193968184283 -0.806903604109965 0.216733172647135 -3.72302769462842 0.000196847919924633 0.0172835727378455
"NM_001308913.1" 1513.8187270477 8.0449714547045 0.795192224246853 10.1170147410887 4.64363035228382e-24 2.11431123697128e-20
"NM_001308924.1" 247.810340886022 5.50943210212202 0.688894507955632 7.9974974956207 1.26973356665033e-15 2.1299446440147e-12
"XM_011413623.3" 27.2802595607624 -0.673037354880961 0.187617810828842 -3.5872785846273 0.000334147264440288 0.0251612159104581
"XM_011413703.3" 321.347448555222 -1.09113732946096 0.2066067320076 -5.28122834555469 1.28320639106089e-07 4.59532068493177e-05
"XM_011413735.3" 6.3007324675163 4.01737653772807 1.19704470603611 3.35607894798783 0.000790559977292267 0.0448340348687885
"XM_011413737.3" 34.2005227601661 -1.36106707135748 0.26454807276311 -5.14487615480098 2.67697352704045e-07 8.79592786121994e-05
"XM_011413957.2" 175.921820131489 0.476591450609502 0.132498960886347 3.59694481693563 0.000321976756559177 0.0245503425479763
"XM_011413989.3" 11.4264959831911 -2.71737160976669 0.630406307430139 -4.31050828289471 1.62879727521619e-05 0.00298350728480979
"XM_011414589.3" 16.0436538254156 0.872914997516073 0.244238407008944 3.57402837746198 0.000351530806690783 0.0254698743759847
"XM_011414951.3" 29.3204222675269 -0.667906387194629 0.18021584832576 -3.70614678675382 0.000210436367195612 0.0181543136783261
"XM_011415190.3" 15.7728077769741 -0.925306437148574 0.27722454790411 -3.33775073002782 0.000844594820360225 0.0466040234698252
"XM_011416606.3" 159.294647472432 1.05245998056351 0.228876603662379 4.59837293861638 4.25803276899687e-06 0.00100527422528495
"XM_011416726.3" 31.4489167141923 0.889285227085581 0.154365017094496 5.76092461766256 8.36543975774525e-09 4.23211580887074e-06
"XM_011416892.3" 17.5944297713054 0.951829721124996 0.26647141634238 3.57197681533701 0.000354296783165441 0.0256057756758479
"XM_011416960.3" 6.39243722381565 -1.30920619734378 0.389335912651404 -3.3626648731888 0.000771940140168285 0.0440274353993213
"XM_011417063.3" 6.20057264172571 6.28665479133601 1.45710077509035 4.3144955371712 1.59967765299226e-05 0.00296423989280055
"XM_011417064.3" 7.67204705560368 -4.48174250697469 1.06250458912895 -4.21809237609868 2.46377886056697e-05 0.00408987290854118
